;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
1418;1955;"[  999999  1082185   829323   903325  1026504  1055504  1117514  1135476
  6034780  8160399  9553251 18105264]";[1106523, 860703, 1137507, 862070, 1029743];[1063739, 939681, 10150101, 1007414, 1114811];[914753, 938165, 902377, 6552318, 6979518];[1121808, 7410071, 1044078, 933637, 949742]
1419;1956;"[  834117   999999  7409621   970866  9245052   848945 15595903  1008739
  1114907  1121808  5995228 13007344 15778289   854405   865528  1044078
  5566800 16809269]";[8090532, 12171886, 1052294, 1042942, 12384953];[1121808, 5566800, 985605, 970866, 921277];[888586, 6391541, 949257, 998519, 842392];[942778, 944486, 971922, 5568729, 1063739]
1420;1957;"[  820321   894357   938512   944139   999999  1008547  1073546  1139786
  8177622  9245108   883932   998119 13910296 17179873]";[5569327, 821200, 5569230, 9245108, 5592232];[9245108, 821200, 5592232, 994223, 872066];[1057168, 1056212, 1087618, 9420181, 936830];[905087, 1074754, 6533362, 1028944, 819978]
1421;1959;[999999];[5569374, 1135834, 866548, 12810391, 844179];[866548, 5573394, 831161, 896085, 9245108];[917033, 5567582, 839605, 8019681, 12352364];[1098284, 1011457, 863109, 819978, 1040807]
1422;1960;"[ 839656  999999  825365  867389  932863  965766 1044078  854373 1016314
 1059922 1119860 5569845 8090537 9835509]";[844179, 1044078, 828106, 899624, 831628];[839656, 922847, 1017369, 12427353, 918046];[1136033, 894570, 10285022, 993838, 9677462];[946839, 12301100, 12301109, 823990, 828106]
1423;1961;[ 951674 1037840 1029743  999999 1018809  893018  907625];[1100140, 12810393, 1128240, 843558, 1020581];[1061228, 1057168, 1102003, 6391541, 935842];[8090956, 916990, 1079528, 1031419, 1121808];[930870, 1044078, 5590613, 1123101, 6463789]
1424;1962;"[  833724   944534  1076580  1121059 12132277   999999 13877248 15629927
   840890   908217  5567637  9832156 13007355 13008334   844179  1046584
 13039088]";[5582712, 923670, 1076580, 940947, 13007355];[1076580, 1112825, 1065259, 6464165, 1131506];[1069256, 936117, 864335, 1013578, 1116253];[929341, 848319, 895295, 1042571, 7441419]
1425;1963;"[  999999  5569471   859129   945998  1006184 12695656 15926878   839419
   862671   903325   970028   999779  1040183  1099510  1124323 18004134
   912704 17900967   896757  1025611  1113467  6704411  7122603]";[989275, 1117556, 12781829, 886996, 1128016];[886996, 5996588, 946244, 887744, 12524690];[855454, 1028891, 851188, 892376, 8090508];[1014509, 855817, 1011457, 938319, 933809]
1426;1964;"[  999999   892144   920145   984715   999965  1002771  1012913  1125944
 16733707]";[870428, 944534, 8019968, 1062572, 7138817];[925350, 870428, 953539, 970861, 857176];[866548, 5981267, 9553048, 1057168, 1090884];[1098910, 825994, 883940, 1029465, 1135476]
1427;1965;[  898034   999999  9881592  1044078  9884675 12524960  9487606];[1029743, 1119112, 13158992, 1014458, 8090556];[8090653, 960421, 1091809, 1069256, 5565664];[941515, 1117219, 1077133, 1138596, 1096563];[827999, 1040183, 845307, 882434, 8090537]
1428;1966;[ 878442  999999  897954  944317  956599 1028422 1109014 5590965];[985999, 888586, 878996, 916122, 829323];[950271, 820486, 8119101, 988277, 1138631];[904241, 1092588, 963686, 1015474, 970861];[935767, 1106271, 901062, 1055425, 6602327]
1429;1967;"[  907625   999999   928833   944137   972235  1011920  1070272  1122358
  1135476  9268695 12731436 17106402]";[1134810, 1039627, 5569303, 874750, 898867];[13190349, 937330, 904241, 13213082, 9526448];[898448, 983959, 874563, 1057168, 833151];[6514259, 901062, 1135476, 1080853, 5570595]
1430;1968;"[  830534   999999  6391086  1080989  1118033  7409970  9652066 15830162
   823721]";[1063739, 1113274, 1108963, 6533681, 1044188];[1116253, 1063855, 12262832, 1095227, 1028938];[823576, 965772, 1128163, 6533608, 894360];[5585510, 985999, 825994, 1105301, 1138443]
1432;1970;[ 999999 7147145];[7147145, 1106523, 982469, 910673, 1013928];[943522, 1072086, 918046, 7147145, 8019916];[1062572, 864279, 856818, 9856740, 13512837];[964717, 7152455, 910673, 5569845, 944172]
1433;1971;[  907945   999999   899624  1034955  7139529 12757140];[8090513, 5569471, 935393, 5569230, 1029743];[963194, 896666, 1082212, 1012701, 7443137];[1027208, 847962, 1128163, 1036495, 998008];[1074754, 1105301, 1046545, 5568378, 892531]
1434;1975;"[  999999   879699   883003  5574377   995965  1016314  1003487  1138443
   862538   919534  1043494  1060529  1101175  5566309  9835509   961979
 13213676  9297106  1027168  1115576   933913  1092588  1127716   839656
   865156   976922   997272  1026209  1091483  9859111 10457468 15926507
 17290729 17290823]";[5569471, 5568729, 1115175, 999965, 7025250];[5574377, 1036495, 1108055, 5569309, 820301];[916990, 831407, 941515, 868888, 852235];[9802981, 867709, 1036495, 1138443, 879699]
1435;1976;[ 851819  999999  916122 1019637 1022097 1077600 1053754];[1075368, 880888, 1037840, 9526448, 937330];[1082990, 901772, 1057168, 1019637, 1074040];[1031316, 1057168, 864335, 1107760, 8118500];[5575888, 1044078, 1029688, 937330, 849202]
1436;1978;[  981086  1000753   879506  6391134  9420337 13776705];[857503, 1126899, 9419888, 882247, 858439];[867469, 885928, 10143784, 9676938, 1118946];[824977, 1095227, 861494, 9487534, 889551];[1074754, 1011457, 827332, 980823, 885939]
1437;1979;[1116589];[888586, 962266, 878996, 854852, 1005456];[888586, 1026258, 6552790, 1131529, 1121694];[843111, 6395907, 1000148, 855202, 953539];[962266, 1044078, 5569845, 1105488, 979707]
1438;1981;"[ 1095970  6463717   999999 12810422 17104780  1117514 12810393  1029743
   927060   964004 12810389 17381676]";[878996, 1022254, 965267, 996070, 1137284];[894360, 951727, 7442004, 8203851, 10356540];[928749, 823576, 1139782, 897083, 13039088];[942778, 1105488, 866871, 882247, 1105301]
1439;1983;"[ 862010 1038462 1071302  999999 1107502 5569230 6548777 6772859 7166865
 7168057]";[933835, 1029743, 1040807, 9487885, 15926775];[9802981, 950206, 848107, 941515, 936322];[5571261, 948640, 871563, 5568489, 983665];[1074754, 878285, 866043, 5591520, 5569845]
1440;1985;"[  835028   837969   878996   933272  1013703   999999  1106523  1130951
  1131321  1132231 13115501   822174   851569  1020208  1121720  5569230
  8116306 12949855 16770156]";[947201, 843558, 1014458, 866211, 1051211];[5590965, 886103, 837969, 8116306, 944938];[1018339, 1079528, 6552318, 9802981, 12523928];[1044078, 5569845, 945662, 952698, 1132789]
1441;1987;[ 1055168   866540   907625  6463775  6548776   999999   844179 15596705];[1131506, 12599756, 1036939, 1076842, 972416];[1131506, 9524291, 949294, 5707857, 1126899];[1000925, 9859017, 1032703, 1052294, 855454];[983584, 942778, 12599756, 1121028, 1029743]
1442;1988;"[  838571   862538   890955   895680   934399   935578   936229  1014116
   999999  1106523  1123101  6034857  6552254  8090537  9547021 15831147
   960732  1051211  1069538   853124   912817   945294   950030   999779
  1038214  1068451  1080472  5592931  6391532  6979545  9884698   874972
   917816   948650   973916  7441191 12262778   828331   839419   854754
   862860   866211   870412   903325   912451   937686   961747  1017838
  1027849  1071342  1096261  1121656  1133191  1136341  8358621  9487414
 12263692 12384431 17104780 17291608]";[1106523, 1000856, 9677874, 916758, 1039627];[949023, 5565392, 935578, 1069538, 929373];[1045228, 879194, 951727, 938165, 1137771];[1044078, 12262830, 983659, 7147142, 8090521]
1443;1989;"[  999999  1080784  7409997  8118797 13190613  1101706  8091601 10311770
   833724   984715  6633210   884319   970747  1062002   917438]";[1094924, 7441419, 6463729, 6463710, 1101378];[6463710, 879734, 7441419, 898847, 991761];[1053329, 1106117, 1057168, 828588, 1057168];[7442180, 6443350, 827332, 1017127, 985999]
1444;1990;[ 999999  856942  897007  921167 1029743 6039759 9832156  862794];[1114483, 1019643, 833724, 1065380, 856942];[856942, 13007846, 6514302, 830935, 1096556];[950935, 923600, 13213475, 1007259, 1053022];[1074754, 942778, 1011089, 5995202, 909714]
1445;1991;[858863];[1137346, 926905, 8090521, 5568378, 945199];[1128163, 821741, 891505, 935842, 926905];[5707857, 914012, 1069256, 8358933, 1132956];[1016800, 919423, 1123101, 12301100, 1016800]
1446;1992;[ 843111 1030981];[5582712, 12672980, 1063739, 1047769, 827578];[1018818, 823099, 857176, 1131169, 969403];[9935616, 836703, 965772, 971474, 852014];[15924983, 990797, 854716, 1076842, 985999]
1447;1993;[1044078  999999 1111447 6039787 7463287];[1029743, 844179, 899624, 1056509, 1016800];[6773188, 1043787, 1112825, 862010, 12263492];[937403, 8203710, 8203851, 979674, 1077133];[885863, 862010, 5568320, 1043787, 9837092]
1448;1994;[ 909249 1069609 8353115  836703  859276  868909  936741 1070820 1102067];[1070272, 963686, 863762, 849697, 6553237];[836703, 7024847, 939860, 6391195, 13213475];[9655078, 1057168, 835499, 5571178, 841365];[942778, 907631, 834382, 12301100, 1021116]
1449;1995;"[  825994   828069   839419   858001   866211   871611   999999   901062
   908064   921504   948650  1044188  1046816  1048747  1131321  1135006
  5566309  6602697  9368228  9655212 10355892 10356063 12810393 13039088
 13944905 15717033 15717115   845208   886569  1085719  1090676  6034857
   900218   922127   970160   976199  1010676  1029743  1046756  1112592
  6534035  6534077  9677236 12812261 15483038   821281   862242   894401
   994685  1070820 12172154 13417588 13417845 13876343 14050366  1034028
 12384539 12384694 12385339   844179   852360   890909   895163   944137
   945611   959830  1079067  9912215 10355799 12810422]";[1047769, 951412, 1106271, 995478, 1080853];[890490, 925854, 1079941, 13039088, 1137507];[948640, 1133654, 1128163, 9419487, 911974];[1074754, 1127831, 1044078, 1036409, 979707]
1450;1996;"[  926823   973979   999999  7166604 12427353   998119  1004906  1099446
 13007600]";[6391173, 6391152, 857538, 6514305, 1013597];[948239, 6034577, 10356540, 884089, 1117219];[878715, 1029272, 937791, 117847, 1014732];[942778, 5572234, 1036409, 1027849, 1076666]
1451;1997;"[  837270   910207   938118   999999   952408   961747   973916  1033347
  1085664  1087268  8203601  9365106 10355376 12349795 13007912 13071902
 13190349   834158   903325  1013531  1138443  8090536 17208624]";[1000237, 1101706, 897083, 859427, 860248];[1008675, 897083, 894360, 9392700, 1010051];[832661, 951176, 1087618, 947412, 1116050];[897083, 942778, 879280, 848319, 7441272]
1452;1998;[  999999 12262830  5592931  5569230   832678  1097635];[1075368, 849202, 1029688, 1106505, 825365];[1036495, 5568445, 1006483, 6552318, 6633224];[5590965, 953180, 822161, 956125, 1002787];[1044078, 12301100, 867709, 1011457, 6633224]
1453;1999;[1130458];[1106523, 878996, 1126786, 1128244, 1068292];[841365, 1072086, 928749, 1016298, 910184];[906917, 1103808, 949257, 1097001, 848107];[964717, 993638, 1085846, 906923, 919681]
1454;2001;[ 999999  866211  945998  961631  979312 1115175 1116392 1135476 9677236];[916122, 854405, 1029743, 924352, 839419];[823099, 983316, 10457237, 7168431, 1106872];[843929, 1115800, 10285454, 911017, 910151];[942778, 1135476, 866755, 1122568, 1044487]
1455;2003;"[  826816   855132   999999   868082   882247  1018339  1024998  1051211
  1055504  1069296  1075171  1092945  5569471  6039592  6979803  7410071
  8118702  9483753 10344585 12132513 13190524 15926775 17329973 17329974
  1043787 12171656   867547   886996   925694   943362   959821  1051283
  1110624  1125944  1131384  9527408 10309218 13115407 15972570]";[1000237, 834158, 13213604, 991874, 12352330];[1018339, 13213604, 12757280, 867547, 872826];[1052294, 5566472, 1131169, 1008675, 1129912];[5568249, 1011457, 1068078, 847149, 988791]
1456;2004;"[  999999  1001686  9527159   842817  1055425  9487613   819978   823775
   940770  1029685  1080349  6513604  6514160  7168026  9803483  9803545
  8181555  9803207   854646   899624   977508  6904880 17900997   830503
   862799   880150   898121  1006664  1074754  1075170  5581464  6904467
  8177622 15596112   838186  9858942   934399  8181159 15972074   927265
   997796  1070803  1070898  1073902  1110695  1137775  6533717  8090532
 15597022]";[832678, 1051211, 1100972, 883932, 1104349];[940770, 1072659, 1006664, 1012701, 985055];[1008288, 9859017, 1006586, 1126786, 1124971];[944836, 6533362, 999104, 824758, 1040807]
1457;2005;[ 823990  839419  845208  988275 1035321];[1044078, 1025611, 1119761, 844179, 1000753];[8358933, 977927, 962967, 955854, 1128163];[879699, 834993, 891632, 5995830, 901976];[1004906, 1074754, 12731621, 863447, 824758]
1458;2006;"[ 5574377 13115579   834932   844179   865174   869465   878772   878996
   894447   992529   999999  1029743  1047076  1114435  1130517  1135258
  5568197  6463451  7409621  8118584  9677236 10149640 12302069 12810393
 13115592 18004134   827667   829291   829621   898121   965530  1120928
  5569471  9527184 13381584]";[948670, 916993, 5569374, 5569471, 899624];[5574377, 894360, 848684, 1047076, 981103];[891632, 13008065, 12352364, 1040416, 1003699];[1011457, 9802981, 1042083, 9655078, 1074754]
1459;2007;"[  999999   835058   859259   995965  1063577 15863864   843206   866211
   934399   977654   982755  1064574  1092303  1095218  1121384  1127025
  7441102 12301109  1008032  8019216   865456   878996   905809   930283
   997796  1002787  1047769  1075214  1079067  1106523   879880   894401
   912704  1068719  1115098  1135195  8354560 15596278 15596705]";[1094924, 7169088, 845622, 902172, 1139782];[857348, 1018339, 995598, 1129610, 1064574];[1083548, 1053329, 921406, 9677922, 948640];[1044078, 969977, 824759, 834826, 1011427]
1460;2008;"[  999999  1015548  1082990  1126899   845975   911017 13072754   927695
   981086  1087102  1101437]";[1029743, 1051211, 1110244, 5564948, 831063];[936830, 941532, 1057168, 8358933, 1073120];[1038745, 918046, 7168055, 5590965, 9392700];[942778, 1139638, 10204556, 7025250, 15831255]
1461;2010;[  886991  1106523   999999   904105  6534480 13115579 13115703];[1106523, 972143, 1025581, 1059902, 1127758];[857130, 871514, 893362, 7146026, 7152455];[6391173, 9488065, 993838, 9677922, 926033];[1086483, 829001, 954651, 12301100, 1102207]
1462;2011;[1010676  921504 1110218 1137775];[1104481, 922651, 916487, 878290, 827079];[865174, 916487, 1019942, 1139569, 927382];[1091901, 879194, 868888, 835618, 820486];[1087753, 892314, 1022340, 998567, 850834]
1463;2012;"[13512017 15716298   999999  1004906  5566803  9523058  9837076 15741587
  1044078]";[1106523, 982469, 1043663, 949023, 1044078];[868645, 972416, 1058709, 1036486, 866548];[1087411, 1057168, 1015280, 7443137, 916990];[917772, 1098284, 1044078, 1120970, 1007604]
1464;2014;"[  826666   827919   836445   856252   865456   869047   887325   903325
   905353   913052   924352   969836   990797  1004390   999999  1017201
  1024051  1034838  1072438  1075175  1103691  1110695  1117358  7139529
  9268695 12301109 12810393 15596801]";[1106523, 1044078, 1127758, 1068292, 972143];[845894, 1108131, 7154535, 1038462, 1096728];[1059347, 1048445, 9488065, 1077600, 9856740];[1044078, 12301109, 985999, 916122, 936753]
1465;2015;"[  878772   923723   940947   999999  1013703  1029743  1048918  1054747
  6463775  6464208  9245052 13213332   883932   990797  1111116  6463717
  6463729 10355866 13877192   865528  1044188  1103317  6424471   823704
   870882   906883   907099   984669  1011736  1073546 12262830 12301405
 17104780  1135476 16729296]";[844179, 891632, 1028891, 1086061, 9526628];[891632, 1044188, 1133745, 907099, 9526628];[1069863, 1101502, 9297574, 9338009, 872826];[1007512, 1074754, 982469, 995876, 1124432]
1466;2016;[ 1085983 12778577   999999];[1025611, 972143, 910673, 1094744, 836445];[1094744, 906202, 1019387, 1048833, 937736];[6704319, 834993, 9488065, 1080888, 1075796];[6904830, 836445, 992650, 1038663, 831517]
1467;2017;"[  898466   983584   997987   999250  1126899   999999  6602697   819210
   834826   866211   872762   901666   920109   940278  1012338  1028705
  6979160  9859217 10356653 14106445 17249416   819330   890620   903325
  1086165  1125219  1128182  1135044 12301073 13007986   844179   899019
   948832   957013  1055504 15797145]";[916122, 878996, 996070, 857503, 839419];[13007986, 939681, 5574377, 918676, 9488065];[7443137, 1116253, 1103808, 977927, 10198378];[942778, 1029743, 901062, 906923, 985999]
1468;2018;"[  924352   999999  1106523  1108994 17329903   883677   845208   848471
   899624   903325   973979  1081177  1082185  1098844  1137688   826120
   848029   880150   957938   974177   993592  1001827  1002240  1035600
  7410071]";[1082185, 933637, 878996, 831557, 951834];[823031, 970152, 857130, 967041, 9835619];[12262832, 12352089, 920025, 832768, 1091090];[1044078, 1086483, 7442505, 854716, 948650]
